char,tier,status,inputForm,mainForm,radicalName,kangxiNo,resolutionType,source
帙,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E19.json
帚,A,resolved,又,又,Bộ Hựu,29,record-radical,data/chars/5E1A.json
帛,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E1B.json
帜,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E1C.json
帝,C,not-resolved,,,,,not-resolved,data/chars/5E1D.json
帟,C,not-resolved,,,,,not-resolved,data/chars/5E1F.json
帡,C,not-resolved,,,,,not-resolved,data/chars/5E21.json
帣,C,not-resolved,,,,,not-resolved,data/chars/5E23.json
带,C,not-resolved,,,,,not-resolved,data/chars/5E26.json
帧,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E27.json
帨,C,not-resolved,,,,,not-resolved,data/chars/5E28.json
席,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E2D.json
帮,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E2E.json
帯,C,not-resolved,,,,,not-resolved,data/chars/5E2F.json
帰,C,not-resolved,,,,,not-resolved,data/chars/5E30.json
帱,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E31.json
帲,C,not-resolved,,,,,not-resolved,data/chars/5E32.json
帷,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E37.json
常,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E38.json
帹,C,not-resolved,,,,,not-resolved,data/chars/5E39.json
帺,C,not-resolved,,,,,not-resolved,data/chars/5E3A.json
帻,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E3B.json
帼,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E3C.json
帽,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E3D.json
幂,C,not-resolved,,,,,not-resolved,data/chars/5E42.json
幄,C,not-resolved,,,,,not-resolved,data/chars/5E44.json
幅,C,not-resolved,,,,,not-resolved,data/chars/5E45.json
幈,C,not-resolved,,,,,not-resolved,data/chars/5E48.json
幋,C,not-resolved,,,,,not-resolved,data/chars/5E4B.json
幌,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E4C.json
幏,C,not-resolved,,,,,not-resolved,data/chars/5E4F.json
幔,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E54.json
幕,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E55.json
幛,C,not-resolved,,,,,not-resolved,data/chars/5E5B.json
幞,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E5E.json
幠,C,not-resolved,,,,,not-resolved,data/chars/5E60.json
幡,A,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E61.json
幢,B,resolved,巾,巾,Bộ Cân,50,record-radical,data/chars/5E62.json
幦,C,not-resolved,,,,,not-resolved,data/chars/5E66.json
幨,C,not-resolved,,,,,not-resolved,data/chars/5E68.json
幩,C,not-resolved,,,,,not-resolved,data/chars/5E69.json
幪,C,not-resolved,,,,,not-resolved,data/chars/5E6A.json
幭,C,not-resolved,,,,,not-resolved,data/chars/5E6D.json
幮,C,not-resolved,,,,,not-resolved,data/chars/5E6E.json
幯,C,not-resolved,,,,,not-resolved,data/chars/5E6F.json
幰,C,not-resolved,,,,,not-resolved,data/chars/5E70.json
干,A,resolved,干,干,Bộ Can,51,self-radical,radical_learning_notes.json
平,C,not-resolved,,,,,not-resolved,data/chars/5E73.json
年,A,resolved,禾,禾,Bộ Hòa,115,record-radical,data/chars/5E74.json
幵,C,not-resolved,,,,,not-resolved,data/chars/5E75.json
并,A,resolved,立,立,Bộ Lập,117,record-radical,data/chars/5E76.json
幷,C,not-resolved,,,,,not-resolved,data/chars/5E77.json
幸,C,not-resolved,夭,,,,not-resolved,data/chars/5E78.json
幺,B,resolved,幺,幺,Bộ Yêu,52,self-radical,radical_learning_notes.json
幻,C,not-resolved,,,,,not-resolved,data/chars/5E7B.json
幼,C,not-resolved,,,,,not-resolved,data/chars/5E7C.json
幽,A,resolved,山,山,Bộ Sơn,46,record-radical,data/chars/5E7D.json
广,A,resolved,广,广,Bộ Nghiễm,53,self-radical,radical_learning_notes.json
庀,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E80.json
庁,C,not-resolved,,,,,not-resolved,data/chars/5E81.json
広,C,not-resolved,,,,,not-resolved,data/chars/5E83.json
庄,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E84.json
庆,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E86.json
庇,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E87.json
庈,C,not-resolved,,,,,not-resolved,data/chars/5E88.json
庉,C,not-resolved,,,,,not-resolved,data/chars/5E89.json
床,A,resolved,木,木,Bộ Mộc,75,record-radical,data/chars/5E8A.json
庋,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E8B.json
序,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E8F.json
庐,C,not-resolved,,,,,not-resolved,data/chars/5E90.json
庑,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E91.json
庒,C,not-resolved,,,,,not-resolved,data/chars/5E92.json
库,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E93.json
应,A,resolved,心,心,Bộ Tâm,61,record-radical,data/chars/5E94.json
底,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E95.json
庖,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E96.json
店,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E97.json
庙,C,not-resolved,,,,,not-resolved,data/chars/5E99.json
庚,C,not-resolved,,,,,not-resolved,data/chars/5E9A.json
府,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E9C.json
庞,C,not-resolved,,,,,not-resolved,data/chars/5E9E.json
废,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5E9F.json
庠,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EA0.json
庤,C,not-resolved,,,,,not-resolved,data/chars/5EA4.json
庥,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EA5.json
度,A,resolved,又,又,Bộ Hựu,29,record-radical,data/chars/5EA6.json
座,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EA7.json
庬,C,not-resolved,,,,,not-resolved,data/chars/5EAC.json
庭,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EAD.json
庱,C,not-resolved,,,,,not-resolved,data/chars/5EB1.json
庳,C,not-resolved,,,,,not-resolved,data/chars/5EB3.json
庴,C,not-resolved,,,,,not-resolved,data/chars/5EB4.json
庵,C,not-resolved,,,,,not-resolved,data/chars/5EB5.json
庶,B,resolved,石,石,Bộ Thạch,112,record-radical,data/chars/5EB6.json
康,A,resolved,米,米,Bộ Mễ,119,record-radical,data/chars/5EB7.json
庸,A,resolved,用,用,Bộ Dụng,101,record-radical,data/chars/5EB8.json
庹,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EB9.json
庼,C,not-resolved,,,,,not-resolved,data/chars/5EBC.json
庾,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EBE.json
庿,C,not-resolved,,,,,not-resolved,data/chars/5EBF.json
廀,C,not-resolved,,,,,not-resolved,data/chars/5EC0.json
廃,C,not-resolved,,,,,not-resolved,data/chars/5EC3.json
廆,C,not-resolved,,,,,not-resolved,data/chars/5EC6.json
廉,C,not-resolved,,,,,not-resolved,data/chars/5EC9.json
廊,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5ECA.json
廋,C,not-resolved,,,,,not-resolved,data/chars/5ECB.json
廌,C,not-resolved,,,,,not-resolved,data/chars/5ECC.json
廏,C,not-resolved,,,,,not-resolved,data/chars/5ECF.json
廑,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5ED1.json
廒,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5ED2.json
廓,A,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5ED3.json
廖,C,not-resolved,,,,,not-resolved,data/chars/5ED6.json
廙,C,not-resolved,,,,,not-resolved,data/chars/5ED9.json
廛,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EDB.json
廥,C,not-resolved,,,,,not-resolved,data/chars/5EE5.json
廧,C,not-resolved,,,,,not-resolved,data/chars/5EE7.json
廨,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EE8.json
廪,B,resolved,广,广,Bộ Nghiễm,53,record-radical,data/chars/5EEA.json
廱,C,not-resolved,,,,,not-resolved,data/chars/5EF1.json
廴,B,resolved,廴,廴,Bộ Dẫn,54,self-radical,radical_learning_notes.json
延,A,resolved,疋,疋,Bộ Sơ,103,record-radical,data/chars/5EF6.json
廷,A,resolved,廴,廴,Bộ Dẫn,54,record-radical,data/chars/5EF7.json
廸,C,not-resolved,,,,,not-resolved,data/chars/5EF8.json
建,A,resolved,聿,聿,Bộ Duật,129,record-radical,data/chars/5EFA.json
廻,C,not-resolved,,,,,not-resolved,data/chars/5EFB.json
廾,B,resolved,廾,廾,Bộ Củng,55,self-radical,radical_learning_notes.json
廿,C,not-resolved,,,,,not-resolved,data/chars/5EFF.json
开,A,resolved,門,門,Bộ Môn,169,record-radical,data/chars/5F00.json
弁,C,not-resolved,,,,,not-resolved,data/chars/5F01.json
异,A,resolved,廾,廾,Bộ Củng,55,record-radical,data/chars/5F02.json
弃,A,resolved,子,子,"Bộ Tử, Tý",39,record-radical,data/chars/5F03.json
弄,A,resolved,玉,玉,Bộ Ngọc,96,record-radical,data/chars/5F04.json
弇,C,not-resolved,,,,,not-resolved,data/chars/5F07.json
弈,B,resolved,廾,廾,Bộ Củng,55,record-radical,data/chars/5F08.json
弊,C,not-resolved,,,,,not-resolved,data/chars/5F0A.json
弋,B,resolved,弋,弋,"Bộ Dặc, Dực",56,self-radical,radical_learning_notes.json
弌,C,not-resolved,,,,,not-resolved,data/chars/5F0C.json
弍,C,not-resolved,,,,,not-resolved,data/chars/5F0D.json
弎,C,not-resolved,,,,,not-resolved,data/chars/5F0E.json
式,A,resolved,工,工,Bộ Công,48,record-radical,data/chars/5F0F.json
弐,C,not-resolved,,,,,not-resolved,data/chars/5F10.json
弑,C,not-resolved,杀,,,,not-resolved,data/chars/5F11.json
弓,B,resolved,弓,弓,Bộ Cung,57,self-radical,radical_learning_notes.json
引,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F15.json
弗,C,not-resolved,,,,,not-resolved,data/chars/5F17.json
弘,C,not-resolved,,,,,not-resolved,data/chars/5F18.json
弛,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F1B.json
弝,C,not-resolved,,,,,not-resolved,data/chars/5F1D.json
弟,A,resolved,戈,戈,Bộ Qua,62,record-radical,data/chars/5F1F.json
张,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F20.json
弢,C,not-resolved,,,,,not-resolved,data/chars/5F22.json
弣,C,not-resolved,,,,,not-resolved,data/chars/5F23.json
弤,C,not-resolved,,,,,not-resolved,data/chars/5F24.json
弥,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F25.json
弦,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F26.json
弧,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F27.json
弨,C,not-resolved,,,,,not-resolved,data/chars/5F28.json
弩,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F29.json
弪,B,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F2A.json
弫,C,not-resolved,,,,,not-resolved,data/chars/5F2B.json
弭,C,not-resolved,,,,,not-resolved,data/chars/5F2D.json
弮,B,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F2E.json
弯,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F2F.json
弰,C,not-resolved,,,,,not-resolved,data/chars/5F30.json
弱,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F31.json
弶,C,not-resolved,,,,,not-resolved,data/chars/5F36.json
弸,C,not-resolved,,,,,not-resolved,data/chars/5F38.json
弹,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F39.json
强,A,resolved,弓,弓,Bộ Cung,57,record-radical,data/chars/5F3A.json
弼,C,not-resolved,,,,,not-resolved,data/chars/5F3C.json
弾,C,not-resolved,,,,,not-resolved,data/chars/5F3E.json
彀,C,not-resolved,,,,,not-resolved,data/chars/5F40.json
彐,B,resolved,彐,彐,Bộ Ký,58,self-radical,radical_learning_notes.json
彑,C,not-resolved,,,,,not-resolved,data/chars/5F51.json
归,A,resolved,刂,刀,Bộ Đao,18,record-radical,data/chars/5F52.json
当,A,resolved,田,田,Bộ Điền,102,record-radical,data/chars/5F53.json
彔,C,not-resolved,◎,,,,not-resolved,data/chars/5F54.json
录,A,resolved,金,金,Bộ Kim,167,record-radical,data/chars/5F55.json
彖,C,not-resolved,,,,,not-resolved,data/chars/5F56.json
彗,C,not-resolved,,,,,not-resolved,data/chars/5F57.json
彘,C,not-resolved,彑,,,,not-resolved,data/chars/5F58.json
彛,C,not-resolved,,,,,not-resolved,data/chars/5F5B.json
彝,C,not-resolved,,,,,not-resolved,data/chars/5F5D.json
彟,C,not-resolved,蒦,,,,not-resolved,data/chars/5F5F.json
彡,B,resolved,彡,彡,Bộ Sam,59,self-radical,radical_learning_notes.json
形,A,resolved,彡,彡,Bộ Sam,59,record-radical,data/chars/5F62.json
彤,C,not-resolved,丹,,,,not-resolved,data/chars/5F64.json
彦,B,resolved,文,文,Bộ Văn,67,record-radical,data/chars/5F66.json
彧,C,not-resolved,,,,,not-resolved,data/chars/5F67.json
彨,C,not-resolved,,,,,not-resolved,data/chars/5F68.json
彩,A,resolved,彡,彡,Bộ Sam,59,record-radical,data/chars/5F69.json
彪,C,not-resolved,,,,,not-resolved,data/chars/5F6A.json
彬,B,resolved,彡,彡,Bộ Sam,59,record-radical,data/chars/5F6C.json
彭,C,not-resolved,,,,,not-resolved,data/chars/5F6D.json
彰,A,resolved,彡,彡,Bộ Sam,59,record-radical,data/chars/5F70.json
影,A,resolved,彡,彡,Bộ Sam,59,record-radical,data/chars/5F71.json
彳,B,resolved,彳,彳,Bộ Xích,60,self-radical,radical_learning_notes.json
彴,C,not-resolved,,,,,not-resolved,data/chars/5F74.json
彷,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F77.json
彸,B,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F78.json
役,C,not-resolved,,,,,not-resolved,data/chars/5F79.json
彻,C,not-resolved,切,,,,not-resolved,data/chars/5F7B.json
彼,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F7C.json
彽,C,not-resolved,,,,,not-resolved,data/chars/5F7D.json
往,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F80.json
征,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F81.json
徂,B,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F82.json
径,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F84.json
待,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F85.json
徇,B,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F87.json
很,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F88.json
徉,B,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F89.json
徊,C,not-resolved,,,,,not-resolved,data/chars/5F8A.json
律,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F8B.json
徐,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F90.json
徒,C,not-resolved,,,,,not-resolved,data/chars/5F92.json
従,C,not-resolved,,,,,not-resolved,data/chars/5F93.json
徕,B,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F95.json
得,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F97.json
徘,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F98.json
徙,C,not-resolved,,,,,not-resolved,data/chars/5F99.json
徜,B,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5F9C.json
御,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5FA1.json
徨,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5FA8.json
循,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5FAA.json
徬,C,not-resolved,,,,,not-resolved,data/chars/5FAC.json
徭,B,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5FAD.json
微,A,resolved,彳,彳,Bộ Xích,60,record-radical,data/chars/5FAE.json
